GlobalTracer.Vision_Info: Pixy is enabled!
GlobalTracer.startCompetition_Warn: TELEOP_MODE.startMode takes too long (0.087s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.preContinuousTasks takes too long (0.027s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.128s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.076s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE takes too long (0.350s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.056s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.028s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.030s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.032s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.027s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.035s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.047s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.042s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.036s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.035s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.036s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.029s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.037s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.040s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.021s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.030s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.037s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.020s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.033s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.preContinuousTasks takes too long (0.020s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.032s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.032s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.040s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.036s)
GlobalTracer.Robot_Info: [0.028]      START: xPos=-18.66,yPos= -1.63,heading=  25.3/   0.0,volts=10.9(8.3)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.027s)
GlobalTracer.ProximityTrigger_Info: [0.080] active=false
GlobalTracer.CurrentTrigger_Info: [0.087] prevZone=-1, currZone=1, pickupCurrent=39.75
GlobalTracer.startCompetition_Warn: TELEOP_MODE.preContinuousTasks takes too long (0.025s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.024s)
GlobalTracer.pickupTask_Info: [0.123] DELAY_SAMPLING: current=37.75
GlobalTracer.Robot_Info: [0.123] DELAY_SAMPLING: xPos=-18.62,yPos= -0.34,heading=  25.5/   0.0,volts=11.8(8.3)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.035s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE takes too long (0.109s)
GlobalTracer.ProximityTrigger_Info: [0.192] active=true
GlobalTracer.startCompetition_Warn: TELEOP_MODE.preContinuousTasks takes too long (0.026s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.028s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.022s)
GlobalTracer.CurrentTrigger_Info: [0.269] prevZone=1, currZone=0, pickupCurrent=24.00
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.024s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.040s)
GlobalTracer.CurrentTrigger_Info: [0.474] prevZone=0, currZone=1, pickupCurrent=41.75
GlobalTracer.pickupTask_Info: [0.493] SAMPLE_CURRENT: Detected cube in possession (pickupCurent=48.88)
GlobalTracer.Robot_Info: [0.493] SAMPLE_CURRENT: xPos=-18.59,yPos=  5.92,heading=  12.7/   0.0,volts=10.2(8.3)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.038s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.020s)
GlobalTracer.Robot_Info: [0.586]       DONE: xPos=-18.43,yPos=  6.76,heading=   6.2/   0.0,volts=10.2(8.3)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.026s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.032s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.040s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.039s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.029s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.030s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.035s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.041s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.028s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.033s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.038s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.036s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.042s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.030s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.030s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.042s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.026s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.021s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.039s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.040s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.029s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.027s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.032s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.030s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.036s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.023s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.032s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.036s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.037s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.038s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.023s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.025s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.028s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.026s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.040s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.026s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.032s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.041s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.030s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.033s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.033s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.029s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.037s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.036s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.038s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.023s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.028s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.037s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.028s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.025s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.035s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.026s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.038s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.029s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.037s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.029s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.040s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.033s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.026s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.032s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.036s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.023s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.025s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.037s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.030s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.041s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.029s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.030s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.029s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.038s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.030s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.032s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.032s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.025s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.043s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.040s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.030s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.036s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.029s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.028s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.036s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.033s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.030s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.041s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.041s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.036s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.024s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.040s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.029s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.030s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.preContinuousTasks takes too long (0.021s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.033s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.028s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.028s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.029s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.preContinuousTasks takes too long (0.021s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.030s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.029s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.020s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.038s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.025s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.023s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.043s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.035s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.035s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.037s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.029s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.035s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.032s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.039s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.027s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.021s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.035s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.031s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.029s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.026s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.033s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.033s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.034s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.038s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.033s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.038s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.030s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.036s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.updates takes too long (0.028s)
